,age,education,marital-status,race,income,occupation
24630,37,Bachelors,Married-civ-spouse,White,>50K,Tech-support
24631,48,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
24638,49,HS-grad,Married-civ-spouse,White,>50K,Sales
24641,54,Masters,Married-civ-spouse,White,>50K,Sales
24643,53,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
24651,42,Some-college,Married-civ-spouse,White,>50K,Tech-support
24654,36,Some-college,Married-civ-spouse,White,>50K,Craft-repair
24659,62,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
24662,47,Masters,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
24665,37,Masters,Married-civ-spouse,White,>50K,Prof-specialty
24666,35,HS-grad,Married-civ-spouse,White,>50K,Sales
24669,50,Some-college,Married-civ-spouse,White,>50K,Transport-moving
24673,29,Prof-school,Divorced,White,>50K,Prof-specialty
24676,29,Masters,Married-civ-spouse,White,>50K,Prof-specialty
24679,31,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
24683,45,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
24689,53,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
24695,41,HS-grad,Married-civ-spouse,White,>50K,Tech-support
24701,48,HS-grad,Married-civ-spouse,White,>50K,Protective-serv
24709,48,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
24713,68,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
24722,36,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
24727,34,Some-college,Married-civ-spouse,White,>50K,Machine-op-inspct
24729,37,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
24732,47,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
24734,33,Masters,Married-civ-spouse,White,>50K,Exec-managerial
24738,57,Masters,Married-civ-spouse,White,>50K,Prof-specialty
24741,25,Some-college,Married-civ-spouse,White,>50K,Craft-repair
24742,24,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
24744,51,Masters,Married-civ-spouse,White,>50K,Exec-managerial
24746,51,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
24749,42,Some-college,Married-civ-spouse,White,>50K,Craft-repair
24770,58,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
24778,45,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
24780,54,10th,Divorced,White,>50K,Prof-specialty
24790,50,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
24800,37,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
24810,43,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
24815,50,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
24826,39,Doctorate,Divorced,White,>50K,Prof-specialty
24835,52,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
24839,44,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
24840,46,Some-college,Married-civ-spouse,White,>50K,Sales
24847,72,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
24850,48,Prof-school,Married-civ-spouse,White,>50K,Exec-managerial
24858,54,Some-college,Married-civ-spouse,White,>50K,Craft-repair
24859,41,HS-grad,Married-civ-spouse,White,>50K,Sales
24864,57,Some-college,Widowed,White,>50K,Adm-clerical
24866,44,Some-college,Married-civ-spouse,White,>50K,Sales
24874,63,Bachelors,Married-civ-spouse,White,>50K,Sales
24888,54,Assoc-acdm,Divorced,White,>50K,Exec-managerial
24891,55,Doctorate,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
24894,62,Masters,Married-civ-spouse,White,>50K,?
24895,46,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
24900,45,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
24902,61,HS-grad,Married-civ-spouse,White,>50K,?
24906,38,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
24907,28,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
24919,39,Some-college,Married-civ-spouse,White,>50K,Sales
24925,62,Some-college,Married-civ-spouse,White,>50K,Sales
24931,34,Some-college,Married-civ-spouse,Black,>50K,Machine-op-inspct
24933,65,11th,Married-civ-spouse,White,>50K,Exec-managerial
24936,30,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
24937,44,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
24940,53,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
24943,41,Bachelors,Married-civ-spouse,White,>50K,Sales
24959,43,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
24961,55,Masters,Divorced,White,>50K,Exec-managerial
24968,58,Some-college,Married-civ-spouse,White,>50K,Protective-serv
24975,57,9th,Married-civ-spouse,Black,>50K,Sales
24983,40,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
24989,40,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
24993,49,HS-grad,Married-civ-spouse,White,>50K,Sales
25006,27,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25012,53,Masters,Married-civ-spouse,White,>50K,Exec-managerial
25019,37,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
25022,43,Bachelors,Never-married,White,>50K,Sales
25023,46,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25035,49,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25037,35,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
25039,33,HS-grad,Married-civ-spouse,White,>50K,Sales
25055,45,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25057,29,Assoc-voc,Never-married,White,>50K,Protective-serv
25061,49,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25063,47,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25065,37,Assoc-voc,Married-civ-spouse,White,>50K,Prof-specialty
25069,47,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
25072,53,HS-grad,Married-civ-spouse,White,>50K,Tech-support
25079,40,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
25082,41,Some-college,Married-civ-spouse,White,>50K,Sales
25084,29,10th,Married-civ-spouse,White,>50K,Craft-repair
25087,40,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25088,29,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25104,43,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
25108,44,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25110,40,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
25119,37,Assoc-voc,Married-civ-spouse,White,>50K,Sales
25120,39,Bachelors,Married-civ-spouse,White,>50K,Sales
25121,37,Masters,Never-married,White,>50K,Exec-managerial
25129,47,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
25135,40,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25137,48,Bachelors,Divorced,Black,>50K,Sales
25139,50,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
25141,23,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
25147,43,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25149,33,7th-8th,Never-married,White,>50K,Farming-fishing
25150,31,Masters,Never-married,White,>50K,Exec-managerial
25151,40,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
25158,55,HS-grad,Divorced,Black,>50K,Craft-repair
25160,38,HS-grad,Married-civ-spouse,White,>50K,Sales
25163,79,Masters,Married-civ-spouse,White,>50K,?
25172,47,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25174,50,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25178,45,Doctorate,Never-married,White,>50K,Prof-specialty
25180,31,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
25190,42,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25195,51,Bachelors,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Prof-specialty
25209,41,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
25211,42,Prof-school,Divorced,White,>50K,Prof-specialty
25215,46,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25222,44,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25226,43,HS-grad,Divorced,White,>50K,Exec-managerial
25236,45,12th,Married-civ-spouse,Black,>50K,Adm-clerical
25243,33,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25249,36,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
25250,36,11th,Married-civ-spouse,White,>50K,Craft-repair
25255,38,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
25259,52,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
25260,46,Bachelors,Divorced,White,>50K,Sales
25261,50,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25271,36,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25274,49,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25275,50,7th-8th,Married-civ-spouse,White,>50K,Craft-repair
25280,32,10th,Married-civ-spouse,White,>50K,Craft-repair
25281,40,Bachelors,Never-married,White,>50K,Prof-specialty
25283,56,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
25287,51,Prof-school,Never-married,White,>50K,Prof-specialty
25288,44,Masters,Married-civ-spouse,White,>50K,Exec-managerial
25290,51,Prof-school,Divorced,White,>50K,Prof-specialty
25302,53,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25306,56,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25311,29,Prof-school,Never-married,White,>50K,Prof-specialty
25312,33,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25313,47,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
25315,64,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
25316,40,HS-grad,Divorced,White,>50K,Transport-moving
25319,60,Assoc-voc,Widowed,Asian-Pac-Islander,>50K,Exec-managerial
25320,32,12th,Married-civ-spouse,White,>50K,Sales
25324,27,HS-grad,Married-civ-spouse,White,>50K,Other-service
25327,52,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
25332,35,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25335,46,Masters,Married-civ-spouse,White,>50K,Sales
25336,54,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
25356,45,Masters,Married-civ-spouse,White,>50K,Exec-managerial
25359,38,Bachelors,Married-civ-spouse,Other,>50K,?
25360,34,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25364,45,HS-grad,Married-civ-spouse,White,>50K,Sales
25369,41,Some-college,Married-civ-spouse,White,>50K,Sales
25372,60,HS-grad,Married-civ-spouse,White,>50K,Other-service
25378,59,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
25381,45,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
25383,36,Assoc-voc,Never-married,Black,>50K,Protective-serv
25394,36,Assoc-acdm,Never-married,Black,>50K,Tech-support
25399,40,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25411,47,HS-grad,Married-civ-spouse,White,>50K,Other-service
25414,49,Bachelors,Married-civ-spouse,White,>50K,Sales
25416,53,HS-grad,Widowed,White,>50K,Craft-repair
25422,50,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25423,31,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Tech-support
25424,52,Some-college,Married-civ-spouse,White,>50K,?
25425,41,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
25426,45,Assoc-acdm,Widowed,White,>50K,Tech-support
25429,50,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
25434,54,Some-college,Married-civ-spouse,White,>50K,Sales
25436,53,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
25437,51,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25438,54,Masters,Married-civ-spouse,White,>50K,Exec-managerial
25439,32,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25449,49,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25456,54,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
25460,34,HS-grad,Divorced,Amer-Indian-Eskimo,>50K,Craft-repair
25465,56,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25471,43,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25476,59,HS-grad,Divorced,White,>50K,Craft-repair
25481,68,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
25482,41,Bachelors,Married-civ-spouse,White,>50K,Sales
25491,68,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25501,38,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25503,48,Masters,Married-civ-spouse,White,>50K,Tech-support
25509,62,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
25526,56,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
25527,58,10th,Married-civ-spouse,White,>50K,Craft-repair
25532,43,HS-grad,Married-civ-spouse,Black,>50K,Adm-clerical
25540,39,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25548,51,Assoc-voc,Married-civ-spouse,White,>50K,Exec-managerial
25553,45,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25554,51,Bachelors,Married-civ-spouse,White,>50K,Sales
25575,47,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
25576,30,Bachelors,Never-married,White,>50K,Sales
25579,43,Some-college,Separated,White,>50K,Transport-moving
25581,44,Bachelors,Married-civ-spouse,White,>50K,Sales
25586,33,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25595,50,Bachelors,Married-civ-spouse,White,>50K,Sales
25601,40,Some-college,Never-married,White,>50K,Protective-serv
25604,49,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
25606,41,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25610,57,Some-college,Married-civ-spouse,White,>50K,Transport-moving
25611,49,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
25613,41,Some-college,Separated,White,>50K,Sales
25618,45,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25620,42,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
25622,45,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25623,58,HS-grad,Married-civ-spouse,White,>50K,Sales
25625,34,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25627,44,HS-grad,Divorced,White,>50K,Tech-support
25629,22,Assoc-acdm,Never-married,Black,>50K,Handlers-cleaners
25632,46,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25633,56,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
25634,36,Bachelors,Never-married,White,>50K,Exec-managerial
25636,35,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,?
25640,40,Some-college,Married-civ-spouse,White,>50K,Tech-support
25641,52,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
25646,36,Masters,Married-civ-spouse,Other,>50K,Prof-specialty
25651,29,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
25657,53,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25660,43,Bachelors,Married-civ-spouse,White,>50K,Sales
25661,47,Masters,Never-married,White,>50K,Prof-specialty
25673,30,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
25674,28,Masters,Married-spouse-absent,White,>50K,Sales
25680,38,Bachelors,Married-civ-spouse,Black,>50K,Prof-specialty
25694,43,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
25698,46,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25699,26,Some-college,Married-civ-spouse,White,>50K,Transport-moving
25707,53,10th,Married-civ-spouse,White,>50K,Transport-moving
25708,43,HS-grad,Married-civ-spouse,White,>50K,Handlers-cleaners
25709,24,Some-college,Married-civ-spouse,White,>50K,Tech-support
25713,32,Assoc-voc,Married-civ-spouse,White,>50K,Transport-moving
25715,35,Assoc-acdm,Married-civ-spouse,White,>50K,Protective-serv
25718,53,Prof-school,Never-married,White,>50K,Prof-specialty
25722,50,HS-grad,Married-civ-spouse,White,>50K,Farming-fishing
25725,32,Bachelors,Divorced,White,>50K,Craft-repair
25732,64,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25733,26,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25738,39,Some-college,Never-married,White,>50K,Adm-clerical
25739,35,Masters,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
25742,40,Bachelors,Married-civ-spouse,White,>50K,Sales
25743,46,Prof-school,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
25749,49,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
25751,38,Bachelors,Never-married,White,>50K,Protective-serv
25760,48,HS-grad,Divorced,White,>50K,Craft-repair
25762,60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
25764,52,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
25765,36,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
25766,46,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
25770,30,Assoc-voc,Divorced,White,>50K,Sales
25777,67,Masters,Married-civ-spouse,White,>50K,Exec-managerial
25782,35,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25785,43,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25789,59,Prof-school,Married-civ-spouse,Black,>50K,Transport-moving
25794,33,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25796,46,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25799,46,Masters,Married-civ-spouse,White,>50K,Armed-Forces
25800,54,Some-college,Married-civ-spouse,White,>50K,Sales
25802,67,Doctorate,Married-civ-spouse,White,>50K,?
25803,62,Bachelors,Married-civ-spouse,White,>50K,Sales
25808,36,Some-college,Married-civ-spouse,White,>50K,Craft-repair
25809,52,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
25815,53,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
25817,41,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25825,54,Masters,Married-civ-spouse,White,>50K,Transport-moving
25828,55,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25831,31,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
25838,25,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
25840,46,Some-college,Married-civ-spouse,White,>50K,Transport-moving
25841,45,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
25847,58,Masters,Married-civ-spouse,White,>50K,Exec-managerial
25850,45,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Farming-fishing
25851,38,Bachelors,Married-civ-spouse,White,>50K,Sales
25852,36,Bachelors,Married-civ-spouse,White,>50K,Sales
25855,47,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25857,43,Some-college,Married-civ-spouse,Black,>50K,Adm-clerical
25858,37,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
25859,36,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
25862,48,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
25882,40,Some-college,Married-civ-spouse,Black,>50K,Adm-clerical
25885,28,Bachelors,Never-married,Black,>50K,Prof-specialty
25888,40,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
25890,53,Some-college,Married-civ-spouse,White,>50K,Sales
25893,51,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
25894,49,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25904,31,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
25906,46,HS-grad,Married-civ-spouse,Black,>50K,Tech-support
25908,41,Masters,Married-civ-spouse,White,>50K,Exec-managerial
25909,30,Bachelors,Never-married,White,>50K,Exec-managerial
25911,37,Some-college,Married-civ-spouse,White,>50K,Sales
25913,46,Some-college,Married-civ-spouse,Black,>50K,Protective-serv
25914,51,Masters,Married-civ-spouse,White,>50K,Exec-managerial
25915,33,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25917,47,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25926,48,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25933,38,Bachelors,Married-civ-spouse,White,>50K,Sales
25940,24,11th,Married-civ-spouse,White,>50K,Craft-repair
25947,42,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
25948,31,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
25953,46,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
25963,61,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
25966,50,Masters,Married-civ-spouse,White,>50K,Prof-specialty
25967,43,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
25972,26,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
25973,51,Doctorate,Married-civ-spouse,Black,>50K,Prof-specialty
25982,31,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
25989,61,Some-college,Married-civ-spouse,White,>50K,Tech-support
25991,44,Bachelors,Married-civ-spouse,White,>50K,Tech-support
25992,56,HS-grad,Married-civ-spouse,White,>50K,Sales
25995,69,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
25997,38,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
26003,33,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26004,56,Some-college,Married-civ-spouse,White,>50K,Tech-support
26010,68,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
26011,28,Masters,Married-civ-spouse,White,>50K,Prof-specialty
26017,25,Some-college,Never-married,White,>50K,Transport-moving
26021,39,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26023,46,Assoc-voc,Married-civ-spouse,White,>50K,Prof-specialty
26027,33,HS-grad,Never-married,White,>50K,Craft-repair
26031,38,Bachelors,Never-married,White,>50K,Sales
26033,67,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
26034,60,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
26037,29,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
26038,65,Masters,Married-civ-spouse,White,>50K,Prof-specialty
26047,41,Bachelors,Married-civ-spouse,White,>50K,Farming-fishing
26050,33,Some-college,Married-civ-spouse,Black,>50K,Transport-moving
26060,52,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
26065,39,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
26069,40,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
26073,51,HS-grad,Married-civ-spouse,White,>50K,Sales
26074,47,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26076,34,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
26080,49,HS-grad,Married-civ-spouse,White,>50K,Sales
26083,71,Masters,Married-civ-spouse,White,>50K,Exec-managerial
26085,32,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26089,57,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
26093,62,Doctorate,Married-civ-spouse,Amer-Indian-Eskimo,>50K,?
26096,39,Bachelors,Never-married,White,>50K,Exec-managerial
26098,37,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
26100,40,Bachelors,Married-civ-spouse,White,>50K,Sales
26101,38,Some-college,Married-civ-spouse,White,>50K,Sales
26105,51,Bachelors,Married-civ-spouse,White,>50K,Sales
26110,51,Prof-school,Divorced,White,>50K,Prof-specialty
26118,39,Bachelors,Never-married,White,>50K,Prof-specialty
26121,39,Some-college,Married-spouse-absent,White,>50K,Craft-repair
26122,47,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
26123,40,Some-college,Married-civ-spouse,White,>50K,Transport-moving
26124,43,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
26128,44,Assoc-acdm,Married-civ-spouse,White,>50K,Adm-clerical
26129,46,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
26130,53,Masters,Married-civ-spouse,White,>50K,Prof-specialty
26150,64,Doctorate,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
26151,54,Masters,Married-civ-spouse,White,>50K,Prof-specialty
26155,64,Doctorate,Widowed,White,>50K,Prof-specialty
26161,49,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
26168,29,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
26170,47,Prof-school,Married-civ-spouse,White,>50K,Sales
26172,59,Assoc-voc,Divorced,White,>50K,Prof-specialty
26173,42,Masters,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Adm-clerical
26178,44,Masters,Divorced,White,>50K,Exec-managerial
26180,60,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
26182,44,Bachelors,Divorced,White,>50K,Tech-support
26186,33,Masters,Married-civ-spouse,White,>50K,Prof-specialty
26188,52,HS-grad,Married-civ-spouse,White,>50K,Protective-serv
26190,45,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
26193,31,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
26199,43,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
26202,46,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26206,53,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
26207,40,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
26209,32,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26217,44,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
26222,47,Bachelors,Never-married,Black,>50K,Sales
26230,54,HS-grad,Never-married,White,>50K,Exec-managerial
26234,27,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
26236,32,Bachelors,Divorced,White,>50K,Exec-managerial
26242,79,Bachelors,Married-civ-spouse,White,>50K,Sales
26243,50,Bachelors,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Exec-managerial
26247,45,Some-college,Married-civ-spouse,White,>50K,Transport-moving
26249,66,Bachelors,Married-civ-spouse,White,>50K,Sales
26253,39,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
26257,32,Bachelors,Married-civ-spouse,White,>50K,Sales
26261,34,HS-grad,Married-civ-spouse,White,>50K,Sales
26268,37,Doctorate,Never-married,White,>50K,Prof-specialty
26269,43,Some-college,Married-civ-spouse,White,>50K,Sales
26275,53,7th-8th,Married-civ-spouse,White,>50K,Exec-managerial
26277,44,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
26281,48,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26284,37,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
26289,34,Some-college,Married-civ-spouse,Black,>50K,Tech-support
26297,46,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
26300,50,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
26305,27,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Tech-support
26317,35,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
26323,60,HS-grad,Married-civ-spouse,White,>50K,Sales
26327,56,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
26332,55,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
26336,55,Some-college,Married-civ-spouse,White,>50K,Tech-support
26337,45,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
26339,32,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26343,41,Bachelors,Married-civ-spouse,White,>50K,Sales
26346,36,Prof-school,Divorced,White,>50K,Prof-specialty
26347,65,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26348,59,HS-grad,Married-civ-spouse,White,>50K,?
26350,33,Some-college,Married-civ-spouse,White,>50K,Protective-serv
26352,50,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
26353,49,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
26356,34,Masters,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
26363,48,Some-college,Married-civ-spouse,White,>50K,?
26365,47,Assoc-voc,Married-civ-spouse,White,>50K,Sales
26366,54,Some-college,Married-civ-spouse,White,>50K,Protective-serv
26368,34,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
